Unnamed: 0,id,sentence,subject_entity,object_entity,class
754.0,악기_text,"현악기에는 그 형상에 따라 치터족(zither族), 류트족(lute族), 하프족(harp族), 하프 류트족 등으로 분류되기도 한다.","{'start': 0, 'text': '현악기', 'type': 'poh'}","{'start': 15, 'text': '치터족', 'type': 'poh'}",poh:poh_members
1029.0,심벌즈_text,심벌즈(Cymbals)란 단어는 그리스어로 작은 그릇을 뜻하는 kumbalom 에서 유래한 라틴어 cymbalum 에서 유래하였다.,"{'start': 0, 'text': '심벌즈', 'type': 'poh'}","{'start': 55, 'text': 'cymbalum', 'type': 'poh'}",poh:origin
635.0,록 음악_text,"록은 일반적으로 보컬, 리드 전기 기타, 베이스 기타, 드럼의 넷으로 구성되며, 강렬한 기타 혹은 드럼 소리가 특징이다.","{'start': 0, 'text': '록', 'type': 'poh'}","{'start': 31, 'text': '드럼', 'type': 'poh'}",poh:poh_members
669.0,록 음악_text,이때문에 재즈같은 경우는 어느정도 즐기는 백인들이 적잖게 있었지만 흑인들의 한이 담긴 블루스를 즐기고 연주하는 백인들은 찾기 힘들었다.,"{'start': 5, 'text': '재즈', 'type': ''}","{'start': 37, 'text': '흑인들', 'type': ''}",no:relation
958.0,전기 기타_text,"일반적으로 전기기타의 몸통 부분인 바디(body)는 나무로 만들어지며, 속이 비었는가에 따라 한 덩어리의 나무로 만들어진 솔리드(solid), 일반적인 기타처럼 속이 비어 있는 할로(hollow), 속이 비어 있지만 중심부에만 나무로 막혀 있는 세미할로(semi-hollow)로 나뉜다.","{'start': 19, 'text': '바디(body)', 'type': 'poh'}","{'start': 29, 'text': '나무', 'type': 'poh'}",poh:poh_parts
337.0,통기타_________13,통기타는 매우 다양한 모양을 가지고 있다.,"{'start': 0, 'text': '통기타', 'type': ''}","{'start': 12, 'text': '모양', 'type': ''}",no:relation
833.0,관현악단_text97,"그러나 소련 붕괴 후 창단된 악단들 가운데에는 이러한 2중 표기의 모호함을 가중시키는 비슷한 명칭의 악단들이 많아 공연 개최나 음반 발매시 혼란을 주고 있으며, 개중에는 유명 악단과 이름이 비슷하다는 점을 악용해 사기 행각을 벌이는 사례도 생기고 있어 주의를 요하고 있다.","{'start': 12, 'text': '창단된 악단', 'type': 'poh'}","{'start': 4, 'text': '소련 붕괴 후', 'type': 'dat'}",poh:begin
932.0,콘트라베이스_text,콘트라베이스를 위한 악보는 낮은음자리표와 가온음자리표를 사용한다.,"{'start': 0, 'text': '콘트라베이스', 'type': ''}","{'start': 15, 'text': '낮은음자리표', 'type': ''}",no:relation
713.0,민요_text,"아일랜드 사람들은 술을 좋아하는데, 술과 관련된 고전 포크송으로는 〈와일드 로버〉(Wild Rover), 〈피네건스 웨이크〉(Finnegan's Wake), 〈위스키 인 더 자〉(Whiskey in the Jar), 〈마운틴 듀〉(Mountain dew), 〈파팅 글래스〉(Parting Glass) 같은 곡들이 있다.","{'start': 20, 'text': '술과 관련된 고전 포크송', 'type': 'poh'}","{'start': 37, 'text': '〈와일드 로버〉', 'type': 'poh'}",poh:poh_members
445.0,르네상스 음악________,중세의 음계는 8개의 교회선법을 전적으로 사용했었으나 세속음악이 번성해짐에 따라 현재의 장음계와 단음계를 닮은 음계가 애호되는 경향을 띠기 시작했다.,"{'start': 30, 'text': '세속음악', 'type': ''}","{'start': 71, 'text': '경향', 'type': ''}",no:relation
91.0,첼로_text,첼로는 16세기에 생겨났다.,"{'start': 0, 'text': '첼로', 'type': 'poh'}","{'start': 4, 'text': '16세기', 'type': 'dat'}",poh:begin
852.0,클라리넷____________76,알버트는 이 뮐러식을 바탕으로 색소폰의 발명자인 아돌프 색스가 발명한 마개방식을 첨가한 알버트식 클라리넷을 개발하여 영국에서 큰 성공을 거두었다.,"{'start': 27, 'text': '아돌프 색스', 'type': 'per'}","{'start': 17, 'text': '색소폰', 'type': 'poh'}",per:made
472.0,르네상스 음악________,"이는 르네상스 정신으로 충만한 것이며, 귀족사회에 적합한 세련된 것이었다.","{'start': 3, 'text': '르네상스', 'type': ''}","{'start': 22, 'text': '귀족사회', 'type': ''}",no:relation
687.0,록 음악_text,블루스 록을 하던 밴드였던 크림은 하드 록을 만들어내게 되었고 지미 헨드릭스는 사이키델릭 사운드와 결합시켜 하드 록을 더욱 발전시켰다.,"{'start': 15, 'text': '크림', 'type': 'per'}","{'start': 19, 'text': '하드 록', 'type': 'poh'}",per:made
52.0,오보에_text,이 오보에는 19세기 파리의 트리에베르 가문이 더욱 발전시켰다.,"{'start': 0, 'text': '이 오보에', 'type': 'poh'}","{'start': 16, 'text': '트리에베르 가문', 'type': 'org'}",poh:origin
398.0,클래식 음악_________________2,또한 이후 19세기에는 시민계급의 지위가 신장되면서 이들 또한 문화향유의 일종으로서 옛 음악에 대한 관심을 갖기 시작했고 이에 따라 이러한 음악들을 연주하는 공공연주회가 성행하게 되었다.,"{'start': 88, 'text': '공공연주회', 'type': 'poh'}","{'start': 6, 'text': '19세기', 'type': 'dat'}",poh:begin
521.0,드럼 세트_text,"드럼 세트의 구성은 기본적으로 베이스 드럼, 스네어 드럼, 탐탐 드럼, 플로어 탐 드럼 의 드럼 통에 하이햇 심벌, 크래시 심벌, 라이드 심벌 등으로 구성된다.","{'start': 0, 'text': '드럼 세트', 'type': 'poh'}","{'start': 25, 'text': '스네어 드럼', 'type': 'poh'}",poh:poh_members
837.0,관현악단_text15,오늘날과 같은 관현악단의 초기 사례로 1607년 클라우디오 몬테베르디의 경우를 들 수 있다.,"{'start': 27, 'text': '클라우디오 몬테베르디', 'type': 'poh'}","{'start': 21, 'text': '1607년', 'type': 'dat'}",poh:begin
645.0,록 음악_text,미국 사회의 주류였던 백인 기성 세대들이 스탠다드 팝을 즐겼다면 비주류 계층인 흑인들은 블루스 음악을 즐겼으며 농촌의 백인들은 컨트리 송을 즐겼다.,"{'start': 23, 'text': '스탠다드 팝', 'type': ''}","{'start': 62, 'text': '농촌', 'type': ''}",no:relation
119.0,재즈___,재즈 랩은 1980년대 후반과 1990년대 초반에 발달하여 재즈적 영향력을 힙합에 접목시켰다.,"{'start': 0, 'text': '재즈 랩', 'type': 'poh'}","{'start': 17, 'text': '1990년대 초반', 'type': 'dat'}",poh:begin
268.0,낭만주의 음악_text79,오토 니콜라이(1810-1849)의 대표작은 <윈저의 명랑한 아낙네들>이나 이 오페라의 친근감을 뒷받침해 주는 그의 다음과 같은 말이 있다.,"{'start': 0, 'text': '오토 니콜라이', 'type': 'per'}","{'start': 25, 'text': '<윈저의 명랑한 아낙네들>', 'type': 'art'}",per:made
97.0,첼로_text,최초의 제작자는 크레모나의 안드레아 아마티로 1572년에 '킹 아마티'를 만들었다.,"{'start': 15, 'text': '안드레아 아마티', 'type': 'per'}","{'start': 33, 'text': '킹 아마티', 'type': 'poh'}",per:made
163.0,재즈___,"재즈 펑크는 또한 전통적인 아프리카 음악, 아프로-쿠바 리듬, 자메이카 레게의 영향을 받고, 특히 킹스턴 밴드의 리더 소니 브래드쇼의 영향을 받는다.","{'start': 0, 'text': '재즈 펑크', 'type': 'poh'}","{'start': 10, 'text': '전통적인 아프리카 음악', 'type': 'poh'}",poh:origin
594.0,바로크 음악_____,"예로는 헨델의 《콘체르토 그로소집》이 있으며, 또한 바흐의 《브란덴부르크 협주곡》이 있다.","{'start': 4, 'text': '헨델', 'type': 'per'}","{'start': 8, 'text': '《콘체르토 그로소집》', 'type': 'art'}",per:made
937.0,금관악기_text3,금관악기의 구조는 단순하게 숨을 불어넣는 마우스피스와 음량을 증폭시키기 위한 벨을 가지며 이것을 원통이나 원추 형태의 관으로 잇는다.,"{'start': 0, 'text': '금관악기', 'type': 'poh'}","{'start': 23, 'text': '마우스피스', 'type': 'poh'}",poh:poh_parts
703.0,민요_text,이 서인도 제도에서 소년시절에 배운 선원의 노래라든가 어부의 노래 등이 뒤에 크게 히트한 곡목이 되었다.,"{'start': 46, 'text': '히트한 곡', 'type': 'poh'}","{'start': 20, 'text': '선원의 노래', 'type': 'poh'}",poh:poh_members
470.0,르네상스 음악________,"또 프랑스의 샹송을 기악용으로 편곡을 한 '프랑스풍의 칸초네'가 널리 애호되었는데, 이러한 종류의 기악형식은 17세기의 소나타나 푸가로 발전함에 있어 중요한 출발점이 되었다.","{'start': 67, 'text': '소나타', 'type': 'poh'}","{'start': 61, 'text': '17세기', 'type': 'dat'}",poh:begin
895.0,바이올린_____,이후 바이올린은 비올족과 1세기 이상이나 세력을 다투면서 비올족에 영향을 주어 여기에서 비올의 일종이 비올라가 되고 가장 낮은음악기 비올로네가 1520년경부터 높은 음넓이로 발전하여 첼로를 낳았다.,"{'start': 102, 'text': '첼로', 'type': 'poh'}","{'start': 80, 'text': '1520년경', 'type': 'dat'}",poh:begin
916.0,바이올린_____,18세기 이전에 만들어진 악기의 대부분은 현재와 같이 개량되었으며 이들을 현대식 바이올린이라고 한다.,"{'start': 41, 'text': '현대식 바이올린', 'type': 'poh'}","{'start': 0, 'text': '18세기', 'type': 'dat'}",poh:begin
177.0,재즈___,"세속적인 재즈 뮤지션들은 종종 그들의 레퍼토리의 일부로 찬송가를 연주하거나 듀크 엘링턴의 ""블랙 앤 베이지 스위트""의 일부인 ""Come Sunday""와 같은 곡을 공연했고 후에 많은 다른 재즈 아티스트들이 블랙 가스펠 음악에서 빌렸다.","{'start': 42, 'text': '듀크 엘링턴', 'type': 'per'}","{'start': 71, 'text': 'Come Sunday', 'type': 'art'}",per:made
769.0,악기_text,현명악기는 현악기를 말하는 것으로서 어떠한 주법으로 하든 현의 진동으로 발음하는 모든 악기를 포함한다.,"{'start': 0, 'text': '현명악기', 'type': 'poh'}","{'start': 6, 'text': '현악기', 'type': 'poh'}",poh:alternate
417.0,르네상스 음악________,이 기악은 바로크 이후의 음악에서 중심적인 위치를 차지하게 된다.,"{'start': 6, 'text': '바로크', 'type': ''}","{'start': 24, 'text': '위치', 'type': ''}",no:relation
819.0,관현악단_text72,이외에도 오자와 세이지가 마츠모토 음악제를 위해 창단한 사이토 기념 관현악단이나 정명훈이 아시아 연주자들을 모아 창단한 아시아 필하모닉 오케스트라도 비상설 관현악단의 예로 들 수 있다.,"{'start': 5, 'text': '오자와 세이지', 'type': 'per'}","{'start': 31, 'text': '사이토 기념 관현악단', 'type': 'poh'}",per:made
918.0,바이올린_____,"북아메리카에서는 민족 무용 음악을 연주할 때 바이올린을 가슴이나 허리에 대고 연주하지만, 북아프리카에는 땅에 앉아서 바이올린을 왼쪽 무릎에 세워서 연주하기도 한다.","{'start': 9, 'text': '민족 무용 음악', 'type': 'poh'}","{'start': 0, 'text': '북아메리카', 'type': 'loc'}",poh:origin
644.0,록 음악_text,하지만 그만큼 락에 대한 매도가 끊이지 않았던 것은 갈수록 퇴폐적인 성향이 짙어졌기 때문이다.,"{'start': 14, 'text': '매도', 'type': ''}","{'start': 38, 'text': '성향', 'type': ''}",no:relation
1020.0,트럼펫__________27,"라조 또는 내림마조가 보통이며, 기보음은 표준과 같으나 실음은 장2도 또는 단3도 높아진다. ","{'start': 31, 'text': '실음', 'type': ''}","{'start': 18, 'text': '기보음', 'type': ''}",no:relation
435.0,르네상스 음악________,탈리스는 특히 대위법의 기교에 우수하였다.,"{'start': 0, 'text': '탈리스', 'type': ''}","{'start': 8, 'text': '대위법', 'type': ''}",no:relation
541.0,서양 고대 음악___________________24,또 응창은 독창으로 부르는 시편의 구(句)에 대하여 합창으로 답하는 리플레인을 말한다.,"{'start': 2, 'text': '응창', 'type': 'poh'}","{'start': 29, 'text': '합창으로 답하는 리플레인', 'type': 'poh'}",poh:alternate
761.0,악기_text,"금(金)에 속하는 악기는 징, 꽹과리가 있고 편종, 방향, 운라, 나발 등이 있다.","{'start': 0, 'text': '금', 'type': 'poh'}","{'start': 14, 'text': '징', 'type': 'poh'}",poh:poh_members
707.0,민요_text,"국경이나 국적의 변동이 종종 있었고, 따라서 민족의 이동도 심하여 혼혈도 자주 있었다.","{'start': 37, 'text': '혼혈', 'type': ''}","{'start': 0, 'text': '국경', 'type': ''}",no:relation
724.0,민요_text,"고전 포크송은 아니지만, 1930~40년대에 들어 휴 로버튼(Hugh Roberton)이라는 음악가가 지은 곡들로는 〈타이리 러브 송〉(Tiree Love Song), 〈밍얼레이 보트 송〉(Mingulay Boat Song), 〈웨스터링 홈〉(Westering Home), 〈루이스 브라이덜 송〉(Lewis Bridal Song), 〈조이 어브 마이 하트〉(Joy of My Heart), 〈에어 파 라 라 로〉(Air Fa La La Lo) 등이 있다.","{'start': 28, 'text': '휴 로버튼', 'type': 'per'}","{'start': 65, 'text': '〈타이리 러브 송〉', 'type': 'art'}",per:made
136.0,재즈___,"헨더슨의 그룹을 떠난 후, 암스트롱은 그의 Hot Five 밴드를 결성했고, 그곳에서 그는 스캣송을 대중화했다.","{'start': 15, 'text': '암스트롱', 'type': 'per'}","{'start': 24, 'text': 'Hot Five 밴드', 'type': 'org'}",per:per_included
1038.0,팝 음악_text,"몇몇 이형으로는 절-후렴 형태(verse-chorus form), 32마디 형태(thirty-two-bar form) 등이 있으며, 이들도 멜로디와 특징적인 후렴, 그리고 절과 멜로디, 리듬, 화음적으로 대조되는 후렴구 등을 특징으로 한다.","{'start': 9, 'text': '절-후렴 형태', 'type': ''}","{'start': 37, 'text': '32마디 형태', 'type': ''}",no:relation
666.0,록 음악_text,왜냐하면 당시에는 숨겨진 리듬 앤 블루스 명곡을 백인이 커버를 하면 무조건 성공한다는 이야기가 있었기 때문이다.,"{'start': 27, 'text': '백인', 'type': ''}","{'start': 42, 'text': '성공', 'type': ''}",no:relation
503.0,르네상스 음악________,빌라르는 당시 성 마가 성당의 십자가 모양의 예배당에 두대에 나누어진 오르간과 나누어진 성가대석을 통해 스테레오적인 음악 효과를 만들어냈다.,"{'start': 17, 'text': '십자가', 'type': ''}","{'start': 68, 'text': '효과', 'type': ''}",no:relation
182.0,재즈___,블레이키가 이끌며 피아니스트 호레이스 실버와 트럼펫 주자 클리퍼드 브라운을 주인공으로 한 5인조 아트 블레이키와 재즈 메신저는 데이비스와 함께 하드밥 운동의 리더였다.,"{'start': 63, 'text': '재즈 메신저', 'type': 'per'}","{'start': 80, 'text': '하드밥 운동', 'type': 'poh'}",per:per_included
126.0,재즈___,같은 해에 색소폰 연주자 카마시 워싱턴은 거의 3시간 가까이 분량의 긴 데뷔작 '더 에픽'을 발표했다.,"{'start': 14, 'text': '카마시 워싱턴', 'type': 'per'}","{'start': 44, 'text': ""'더 에픽'"", 'type': 'art'}",per:made
396.0,클래식 음악_________________6,서양 음악의 역사는 크게 다음처럼 나눌 수 있다.,"{'start': 0, 'text': '서양 음악', 'type': ''}","{'start': 7, 'text': '역사', 'type': ''}",no:relation
61.0,오보에_text,"초기엔 현대 독일 바순의 플릭 키(Flick Key)처럼 쓰이기도 했던, 현대의 옥타브 키와 비슷한 키는 슬러 키라고도 불렸다.","{'start': 56, 'text': '키', 'type': 'poh'}","{'start': 59, 'text': '슬러 키', 'type': 'poh'}",poh:alternate
959.0,전기 기타_text,특이사항으로는 펜더 기타를 사용하는 뮤지션 중 대중적으로 가장 추앙 받는 기타리스트인 에릭 클랩튼이 있다.,"{'start': 48, 'text': '에릭 클랩튼', 'type': ''}","{'start': 8, 'text': '펜더 기타', 'type': ''}",no:relation
306.0,고전주의 음악_text92,18세기 고전파의 쌍벽인 하이든이 전자에 속한다면 모차르트는 후자의 전형이라 할 수 있다.,"{'start': 14, 'text': '하이든', 'type': 'per'}","{'start': 5, 'text': '고전파', 'type': 'org'}",per:per_included
626.0,록 음악_text,"제리는 마지막에 ""락앤롤이 악마의 음악이라면 나는 지옥에서도 피아노를 치겠다.""라는 말을 했을 정도이다.","{'start': 0, 'text': '제리', 'type': ''}","{'start': 34, 'text': '피아노', 'type': ''}",no:relation
586.0,바로크 음악_____,"우선 바흐는 일생을 통하여 국외에 나간 일이 없고 여행이라 해도 기껏해야 함부르크 정도였지만, 헨델은 독일, 이탈리아, 영국에서 그의 일생을 보냈으며 특히 마지막에는 영국에 귀화한 국제인이었다.","{'start': 101, 'text': '국제인', 'type': 'poh'}","{'start': 53, 'text': '헨델', 'type': 'poh'}",poh:poh_members
227.0,비올라____,그리고 20세기에 들어 테르티스와 힌데미트 등 훌륭한 연주자가 등장하면서 점차 비올라 독주곡도 작곡되었다.,"{'start': 13, 'text': '테르티스', 'type': ''}","{'start': 4, 'text': '20세기', 'type': ''}",no:relation
290.0,고전주의 음악_text90,그 중에도 빈에 정착한 후 작곡한 <후궁으로부터의 도주>에서 <마술 피리>에 이르는 오페라 부파와 징슈필의 계열에서 폭넓은 인간표현과 깊은 독자적 표현을 확립하였다.,"{'start': 47, 'text': '오페라 부파', 'type': ''}","{'start': 19, 'text': '<후궁으로부터의 도주>', 'type': ''}",no:relation
969.0,탱고 음악______________33,"한편, 연주가도 게치, 웨버 등의 명연주가들이 잇달아 나타났다. ","{'start': 9, 'text': '게치', 'type': ''}","{'start': 13, 'text': '웨버', 'type': ''}",no:relation
842.0,대중음악_text1,"대중음악(大衆音樂, Popular Music)은 현대 일반 대중을 대상으로 하고, 단순함과 통속성 및 오락성을 지니며 대중매체를 통해 전파되는, 이를 통해 이윤을 추구하는 상업적 목적을 지닌 새로운 형태의 음악을 총칭하는 말이다.","{'start': 115, 'text': '음악', 'type': 'poh'}","{'start': 0, 'text': '대중음악', 'type': 'poh'}",poh:poh_members
924.0,서양 중세 음악_text,합창대가 번갈아 부르는 안티포나(交唱)나 신부와 합창대가 응답하는 레스폰소리움(應唱)은 그 자체가 하나의 음악극의 형태를 지니고 있었다.,"{'start': 13, 'text': '안티포나', 'type': ''}","{'start': 37, 'text': '레스폰소리움', 'type': ''}",no:relation
1002.0,피아노_text,"피아노가 발명되기 이전에는 쳄발로와 클라비코드가 가장 많이 보급된 건반악기였으나, 1709년에 이탈리아 사람인 쳄발로 제작가 바르톨로메오 크리스토포리(Bartolommeo Crist­ofori 1655-1731)가 쳄발로의 몸통(胴)을 써서 ‘피아노 포르테’라고 이름붙인 악기를 만들었다.","{'start': 77, 'text': '크리스토포리', 'type': 'per'}","{'start': 135, 'text': '‘피아노 포르테’', 'type': 'poh'}",per:made
110.0,재즈___,"2015년 켄드릭 라마는 그의 세 번째 스튜디오 앨범인 ""To Pimp a Butterfly""를 발매했다.","{'start': 6, 'text': '켄드릭 라마', 'type': 'per'}","{'start': 32, 'text': 'To Pimp a Butterfly', 'type': 'art'}",per:made
1034.0,팝 음악_text,일반적으로 음악과 멜로디의 박자는 간단하며 약간의 화음이 덧붙여진다.,"{'start': 6, 'text': '음악', 'type': ''}","{'start': 10, 'text': '멜로디', 'type': ''}",no:relation
44.0,오보에_text,"고전 시대는 보어가 점차 좁아지는 일반적인 오보에를 썼는데, 겉에 여러 개의 키를 갖췄고 그 중에는 D♯, F 그리고 G♯키가 사용되었다.","{'start': 24, 'text': '오보에', 'type': 'poh'}","{'start': 7, 'text': '보어', 'type': 'poh'}",poh:poh_parts
522.0,드럼 세트_text,그러나 연주자의 스타일에 따라서 드럼 세트의 구성은 약간씩 달라지며 보통 드럼 통의 크기가 커질수록 더 낮은 저음의 소리가 나며 다양한 크기의 드럼 세트를 구성함으로써 여러 높낮이를 가지는 음의 구성할 수 있게 된다.,"{'start': 4, 'text': '연주자', 'type': ''}","{'start': 106, 'text': '음', 'type': ''}",no:relation
558.0,서양 고대 음악___________________39,이윽고 이와 같은 그리스 음악의 융성은 차차로 쇠퇴하여 기원전 2세기경에는 소멸하고 말았다.,"{'start': 10, 'text': '그리스 음악의 융성', 'type': ''}","{'start': 31, 'text': '기원전 2세기경', 'type': ''}",no:relation
239.0,비올라____,"바흐, 모차르트, 베토벤 모두 때때로 실내악에서 비올라를 연주를 연주한 것 같다.","{'start': 21, 'text': '실내악', 'type': 'poh'}","{'start': 27, 'text': '비올라', 'type': 'poh'}",poh:poh_members
465.0,르네상스 음악________,"그의 음악은 평온함은 음정의 큰 도약이 최소한 사용되는 부드러운 곡선의 선율, 불협화음의 절제된 사용, 세심한 가사 붙이기 등에 기인하였다.","{'start': 18, 'text': '도약', 'type': ''}","{'start': 62, 'text': '가사', 'type': ''}",no:relation
1012.0,트럼펫__________19,"내림 나조의 트럼펫인 경우에는 1번 밸브를 누를 경우 한음이 내려가게 되고 2번 밸브를 누를 경우 반음, 3번 밸브를 누를 경우 한음 하고 반음이 내려가게 된다. ","{'start': 17, 'text': '1번 밸브', 'type': ''}","{'start': 42, 'text': '2번 밸브', 'type': ''}",no:relation
869.0,클라리넷____________63,부페의 뵘식 클라리넷은 윗관과 아랫관의 마개들이 전부 하나로 연결되어 있어 하나의 마개만 눌러도 전혀 다른 곳의 구멍까지 막을 수 있는 획기적인 마개방식을 제시했다.,"{'start': 0, 'text': '부페', 'type': 'per'}","{'start': 4, 'text': '뵘식 클라리넷', 'type': 'poh'}",per:made
544.0,서양 고대 음악___________________42,그리스 사람들은 음악이 각각 고유의 성격을 지니고 인간의 의지에 감화를 미치는 것이라 하여 음악을 그들 사회의 도덕상의 기초로 간주하고 있었다.,"{'start': 0, 'text': '그리스 사람들', 'type': ''}","{'start': 51, 'text': '음악', 'type': ''}",no:relation
938.0,금관악기_text6,여기서 일반적으로 관악기는 공명관의 길이를 바꾸면서 음높이를 바꿔 여러 높이의 음을 얻는다.,"{'start': 10, 'text': '관악기', 'type': 'poh'}","{'start': 15, 'text': '공명관', 'type': 'poh'}",poh:poh_parts
674.0,록 음악_text,기독교 계열에서 비판을 받는 또다른 이유는 락 뮤지션들중에 반-기독교 성향을 보이는 무신론자도 많을 뿐더러 성적으로 개방적이고 욕을 잦게 하는 사람도 많다는 것도 있다.,"{'start': 0, 'text': '기독교', 'type': ''}","{'start': 47, 'text': '무신론자', 'type': ''}",no:relation
265.0,낭만주의 음악_text90,"이탈리아 음악에서 낭만주의적 경향의 출현에 관해서는 지금도 아직 명확하지 않으나, 대체로 1818년에 괴테가 <이탈리아에서의 고전적 작가와 낭만적 작가>라는 논문을 발표하였을 때 직관적으로 그 경향이 파악되었다고 생각되고 있다.","{'start': 57, 'text': '괴테', 'type': 'per'}","{'start': 61, 'text': '<이탈리아에서의 고전적 작가와 낭만적 작가>', 'type': 'art'}",per:made
71.0,오보에_text,"이렇듯 오보에의 풍부한 음색은 원추형 관에서 나오는데, 이는 플루트나 클라리넷의 원통형 관과는 상반된다.","{'start': 34, 'text': '플루트', 'type': 'poh'}","{'start': 45, 'text': '원통형 관', 'type': 'poh'}",poh:poh_parts
505.0,르네상스 음악________,그는 플랑드르 출신이나 1527년 베네치아 산마르코 대성당의 악장이 되었다.,"{'start': 3, 'text': '플랑드르', 'type': ''}","{'start': 34, 'text': '악장', 'type': ''}",no:relation
360.0,기타_text7,"기타는 기타 몸체의 울림구멍(Sound Hole)을 통해 소리를 증폭하고, 프렛을 통해 음정을 제어한다.","{'start': 0, 'text': '기타', 'type': 'poh'}","{'start': 42, 'text': '프렛', 'type': 'poh'}",poh:poh_parts
116.0,재즈___,마이어와 아서 존스턴은 암스트롱의 단독 즉흥연주(1924년 녹음)와 비교되었다..,"{'start': 5, 'text': '아서 존스턴', 'type': ''}","{'start': 13, 'text': '암스트롱', 'type': ''}",no:relation
72.0,오보에_text,일반적으로 학생용 오보에는 악기에 틈이 생기는 걸 막기 위해 플라스틱 레진으로 만들었기에 더 경제적이다.,"{'start': 6, 'text': '학생용 오보에', 'type': 'poh'}","{'start': 34, 'text': '플라스틱 레진', 'type': 'poh'}",poh:poh_parts
1008.0,트럼펫__________16,어떤 일정한 길이의 긴관은 그 절반길이의 짧은 관보다 동일 음을 연주하였을 때는 배음의 관계로 보다 아름답고 풍부한 음이 나온다.,"{'start': 11, 'text': '긴관', 'type': ''}","{'start': 23, 'text': '짧은 관', 'type': ''}",no:relation
689.0,록 음악_text,"이러한 모습은 기성세대들에겐 젊은이들이 미친것으로 보였으며, 이러한 락은 기성세대의 주 공격 대상이 되었다.","{'start': 4, 'text': '모습', 'type': ''}","{'start': 16, 'text': '젊은이', 'type': ''}",no:relation
429.0,르네상스 음악________,"엘리자베스 왕조 때 최대의 작곡가였던 버드(W. Byrd, 1542경-1623)는 교회음악을 비롯하여 세속적 합창곡, 비올을 위한 실내악, 건반악기 음악 등 당시 유행했던 모든 작곡 분야에서 활약했으며, 그 모든 것에 탁월한 기교를 발휘함과 동시에 스스로 개척한 형식과 스타일을 다음 세대에 전하였다.","{'start': 0, 'text': '엘리자베스 왕조', 'type': ''}","{'start': 21, 'text': '버드', 'type': ''}",no:relation
342.0,통기타_________4,"통기타를 사용하는 장르는 매우 다양하며, 특히 최근에는 정성하를 비롯한 많은 연주자들이 핑거스타일이라는 주법을 대중들에게 널리 알렸다.","{'start': 0, 'text': '통기타', 'type': ''}","{'start': 49, 'text': '핑거스타일', 'type': ''}",no:relation
921.0,바이올린_____,플래절레트(Flageolett)(또는 하모닉스)는 현 위에 손가락을 가볍게 대어 활로 현을 켜서 높은 휘파람 같은 음을 내는 방법이다.,"{'start': 0, 'text': '플래절레트(Flageolett)', 'type': 'poh'}","{'start': 21, 'text': '하모닉스', 'type': 'poh'}",poh:alternate
152.0,재즈___,"두 번째 부흥파 그룹은 루 워터스 밴드, 콘래드 재니스, 워드 킴볼과 그의 파이어하우스 파이브 플러스 투 재즈 밴드 등 젊은 음악가들로 구성되었다.","{'start': 23, 'text': '콘래드 재니스', 'type': ''}","{'start': 42, 'text': '파이어하우스 파이브 플러스 투 재즈 밴드', 'type': ''}",no:relation
322.0,색소폰____,삭스는 당시 유행하던 한 개의 리드가 달린 취구를 사용하는 오피클라이드와 같은 모양을 상상하였다.,"{'start': 0, 'text': '삭스', 'type': ''}","{'start': 33, 'text': '오피클라이드', 'type': ''}",no:relation
828.0,관현악단_text60,명칭대로 성인이 아닌 청소년들이 주축이 되어 구성되는 관현악단이다.,"{'start': 12, 'text': '청소년들', 'type': 'per'}","{'start': 30, 'text': '관현악단', 'type': 'org'}",per:per_included
731.0,민요_text,"이와 관련된 노래로 〈더 오렌지 앤드 더 그린〉(The Orange and the Green)이라는 곡이 있는데, 아버지가 오렌지(장로교 상징색), 어머니가 그린(로마 가톨릭 상징색)인 사람의 이야기이다.","{'start': 7, 'text': '노래', 'type': 'poh'}","{'start': 11, 'text': '〈더 오렌지 앤드 더 그린〉', 'type': 'poh'}",poh:poh_members
96.0,첼로_text,"초기 첼로는 현대 첼로보다 상당히 커서 악기에 따라서는 몸통의 길이가 80cm에 이르는 것도 있었는데, 이런 크기로는 빠른 악절을 연주하기 어려웠기 때문에 1600년경 볼로냐에서 소형 첼로를 만들게 되었다.","{'start': 100, 'text': '소형 첼로', 'type': 'poh'}","{'start': 87, 'text': '1600년경', 'type': 'dat'}",poh:begin
74.0,오보에_text,"오보에(영어: oboe, /obo/ OH-boh)는 더블 리드를 사용하는 목관악기다.","{'start': 0, 'text': '오보에', 'type': 'poh'}","{'start': 8, 'text': 'oboe', 'type': 'poh'}",poh:alternate
834.0,관현악단_text27,"만하임 관현악단은 50명의 명연주자로 이루어졌는데, 이들은 당시 유럽에서 최대 규모였다.","{'start': 15, 'text': '명연주자', 'type': 'per'}","{'start': 0, 'text': '만하임 관현악단', 'type': 'org'}",per:per_included
343.0,통기타_________15,드레드넛(Dreadnut) : 가장 많이 사용되고 있는 기타 바디 모양. 항공모함을 닮았다 하여 붙여진 이름이다.,"{'start': 0, 'text': '드레드넛', 'type': ''}","{'start': 41, 'text': '항공모함', 'type': ''}",no:relation
552.0,서양 고대 음악___________________53,"5음음계는 한국, 중국, 일본, 인도 등 동양에 특징적이나, 이 밖에도 아프리카, 아메리카 인디언, 스코틀랜드, 아일랜드 등에서도 볼 수 있다.","{'start': 0, 'text': '5음음계', 'type': ''}","{'start': 23, 'text': '동양', 'type': ''}",no:relation
